Title,Link,Abstract,Author,BibTex,Year,Journal,SupplementalLink,Tags,
Beyond parameter estimation: Extending biomechanical modeling by the explicit exploration of model topology.,Papers/Valero-Cuevas_TBME%20Model_Topology_2008.pdf,"Selecting a model topology that realistically predicts biomechanical function remains an unsolved problem. Today&#39;s dominant modeling approach is to replicate experimental input/output data by performing parameter estimation on an assumed topology. In contrast, we propose that modeling some complex biomechanical systems requires the explicit and simultaneous exploration of model topology (i.e., the type, number, and organization of physics-based functional building blocks) and parameter values. In this paper, we use the example of modeling the notoriously complex tendon networks of the fingers to present three critical advances towards the goal of implementing this extended modeling paradigm. First, we describe a novel computational environment to perform quasi-static simulations of arbitrary topologies of elastic structures undergoing large deformations. Second, we use this form of simulation to show that the assumed topology for the tendon network of a finger plays an important role in the propagation of tension to the finger joints. Third, we demonstrate the use of a novel inference algorithm that simultaneously explores the topology and parameter values for hidden synthetic tendon networks. We conclude by discussing critical issues of observability, separability, and uniqueness of topological features inferred from input/output data, and outline the challenges that need to be overcome to apply this novel modeling paradigm to extract causal models in real anatomical systems.","Valero-Cuevas FJ, Anand K, Saxena, A, Lipson H.","@article{valero2007beyond,
  title={Beyond parameter estimation: Extending biomechanical modeling by the explicit exploration of model topology},
  author={Valero-Cuevas, Francisco J and Anand, Vikrant V and Saxena, Anupam and Lipson, Hod},
  journal={IEEE Transactions on Biomedical Engineering},
  volume={54},
  number={11},
  pages={1951--1964},
  year={2007},
  publisher={IEEE}
}",2007,IEEE Transactions on Biomedical Engineering,,biomechanics computation_and_modeling  ,
Manipulating the edge of instability.,Papers/venkadesan_2007a.pdf,"We investigate the integration of visual and tactile sensory input for dynamic manipulation. Our experimental data and computational modeling reveal that time-delays are as critical to task-optimal multisensory integration as sensorimotor noise. Our focus is a dynamic manipulation task &#34;at the edge of instability.&#34; Mathematical bifurcation theory predicts that this system will exhibit well-classified low-dimensional dynamics in this regime. The task was using the thumbpad to compress a slender spring prone to buckling as far as possible, just shy of slipping. As expected from bifurcation theory, principal components analysis gives a projection of the data onto a low dimensional subspace that captures 91–97% of its variance. In this subspace, we formulate a low-order model for the brain+hand+spring dynamics based on known mechanical and neurophysiological properties of the system. By systematically occluding vision and anesthetically blocking thumbpad sensation in 12 consenting subjects, we found that vision contributed to dynamic manipulation only when thumbpad sensation was absent. The reduced ability of the model system to compress the spring with absent sensory channels closely resembled the experimental results. Moreover, we found that the model reproduced the contextual usefulness of vision only if we took account of time-delays. Our results shed light on critical features of dynamic manipulation distinct from those of static pinch, as well as the mechanism likely responsible for loss of manual dexterity and increased reliance on vision when age or neuromuscular disease increase noisiness and/or time-delays during sensorimotor integration.","Venkadesan M, Guckenheimer J, Valero-Cuevas FJ.","@article{venkadesan2007manipulating,
  title={Manipulating the edge of instability},
  author={Venkadesan, Madhusudhan and Guckenheimer, John and Valero-Cuevas, Francisco J},
  journal={Journal of biomechanics},
  volume={40},
  number={8},
  pages={1653--1661},
  year={2007},
  publisher={Elsevier}
}",2007,Journal of biomechanics,,neuroscience computation_and_modeling manipulation,
Design and Control of locomotive tensegrity robots.,Papers/Valero-Cuevas_Lipson_Robotics_2006.pdf,"The static properties of tensegrity structures have
been widely appreciated in civil engineering as the basis of extremely
lightweight yet strong mechanical structures. However,
the dynamic properties and their potential utility in the design
of robots have been relatively unexplored. This paper introduces
robots based on tensegrity structures, which demonstrate that
the dynamics of such structures can be utilized for locomotion.
Two tensegrity robots are presented: TR3, based on a triangular
tensegrity prism with three struts, and TR4, based on a
quadrilateral tensegrity prism with four struts. For each of these
robots, simulation models are designed, and automatic design of
controllers for forward locomotion are performed in simulation
using evolutionary algorithms. The evolved controllers are shown
to be able to produce static and dynamic gaits in both robots. A
real-world tensegrity robot is then developed based on one of the
simulation models as a proof of concept. The results demonstrate
that tensegrity structures can provide the basis for lightweight,
strong, and fault-tolerant robots with a potential for a variety of
locomotor gaits","Paul C, Lipson H, Valero-Cuevas FJ.","@article{paul2006design,
  title={Design and control of tensegrity robots for locomotion},
  author={Paul, Chandana and Valero-Cuevas, Francisco J and Lipson, Hod},
  journal={IEEE Transactions on Robotics},
  volume={22},
  number={5},
  pages={944--957},
  year={2006},
  publisher={IEEE}
}",2006,IEEE Transactions on Robotics,,computation_and_modeling robotics,
Reported anatomical variability naturally leads to multimodal distributions of Denavit-Hartenberg parameters for the human thumb.,Papers/Santos_Valero-Cuevas_Denavit-Hartenberg_2006.pdf,"A realistic biomechanical thumb model would elucidate the functional consequences of orthopedic and neurological diseases and their treatments. We investigated whether a single parametric kinematic model can represent all thumbs, or whether different kinematic model structures are needed to represent different thumbs. We used Monte Carlo simulations to convert the anatomical variability in the kinematic model parameters into distributions of Denavit-Hartenberg parameters amenable for robotics-based models. Upon convergence (3550 simulations, where mean and coefficient of variance changed <1% for the last 20+% simulations) the distributions of Denavit-Hartenberg parameters appeared multimodal, in contrast to the reported unimodal distributions of the anatomy-based parameters. Cluster analysis and one-way analysis of variance confirmed four types of kinematic models (p<0.0001) differentiated primarily by the biomechanically relevant order of MCP joint axes (in 65.2% of models, the flexion-extension axis was distal to the adduction-abduction axis); and secondarily by a detail specifying the direction of a common normal between successive axes of rotation. Importantly, this stochastic analysis of anatomical variability redefines the debate on whether a single generic biomechanical model can represent the entire population, or if subject-specific models are necessary. We suggest a practical third alternative: that anatomical and functional variability can be captured by a finite set of model-types.",Santos VJ and Valero-Cuevas FJ.,"@article{santos2006reported,
  title={Reported anatomical variability naturally leads to multimodal distributions of Denavit-Hartenberg parameters for the human thumb},
  author={Santos, Veronica J and Valero-Cuevas, Francisco J},
  journal={IEEE Transactions on Biomedical Engineering},
  volume={53},
  number={2},
  pages={155--163},
  year={2006},
  publisher={IEEE}
}",2006,IEEE Transactions on Biomedical Engineering,,computation_and_modeling robotics,
Visual and Tactile Guidance of Dexterous Manipulation Tasks: an fMRI Study.,Papers/SD_fmri_Talati_2005.pdf,"Models of motor guidance that dynamically adjust to the availability and quality of sensory information are based on the observation that dexterous tasks are routinely performed using various combinations of visual and tactile inputs. However, a dynamic neural system that acquires and processes relevant visual and tactile information remains relatively uncharacterized in humans. In this study, whole-brain functional magnetic resonance images were acquired during a dexterous manipulation task, compression of the end caps of a slender spring prone to buckling, to investigate the neural systems associated with motor guidance under four visual and tactile guidance conditions: (1) eyes closed (no visual input), smooth end caps, (2) eyes closed, rough end caps, (3) eyes open and watching hand, smooth end caps, and (4) eyes open and watching hand, rough end caps. Performance of the dexterous task remained constant in all conditions. Variations in the two levels of visual input resulted in modulation of activity in the middle and inferior occipital gyrii and inferior parietal lobule, and variation in the two levels of tactile input during the task resulted in modulation of activity in the precentral (primary motor) gyrus. Although significantly active in all conditions, cingulate gyrus, medial frontal gyrus, postcentral gyrus, and cerebellum activities were not modulated by levels of either visual or somatosensory input, and no interaction effects were observed. Together, these data indicate that a fine-tuned motor task guided by varying visual and tactile information engages a distributed and integrated neural complex consisting of control and executive functions and regions that process dynamic sensory information related to guidance functions.","Talati A, Valero-Cuevas FJ, Hirsch J.","@article{talati2005visual,
  title={Visual and tactile guidance of dexterous manipulation tasks: an fMRI study},
  author={Talati, Ardesheer and Valero-Cuevas, Francisco J and Hirsch, Joy},
  journal={Perceptual and motor skills},
  volume={101},
  number={1},
  pages={317--334},
  year={2005},
  publisher={SAGE Publications Sage CA: Los Angeles, CA}
}",2005,Perceptual and motor skills,,neuroscience manipulation,
An integrative approach to the biomechanical function and neuromuscular control of the fingers.,Papers/Valero-CuevasJOB04.pdf,"The exquisite mechanical functionality and versatility of the human hand emerges from complex neuro–musculo–skeletal interactions that are not completely understood. I have found it useful to work within a theoretical/experimental paradigm that outlines the fundamental neuro–musculo–skeletal components and their interactions. In this integrative paradigm, the laws of mechanics, the specifications of the manipulation task, and the sensorimotor signals define the interactions among hand anatomy, the nervous system, and manipulation function. Thus, our collaborative research activities emphasize a firm grounding in the mechanics of finger function, insistence on anatomical detail, and meticulous characterization of muscle activity. This overview of our work on precision pinch (i.e., the ability to produce and control fingertip forces) presents some of our findings around three Research Themes: Mechanics-based quantification of manipulation ability; Anatomically realistic musculoskeletal finger models; and Neural control of finger muscles. I conclude that (i) driving the fingers to some limit of sensorimotor performance is instrumental to elucidating motor control strategies; (ii) that the cross-over of tendons from flexors to extensors in the extensor mechanism is needed to produce force in every direction, and (iii) the anatomical routing of multiarticular muscles makes co-contraction unavoidable for many tasks. Moreover, creating realistic and clinically useful finger models still requires developing new computational means to simulate the viscoelastic tendinous networks of the extensor mechanism, and the muscle–bone–ligament interactions in complex articulations. Building upon this neuromuscular biomechanics paradigm is of immense clinical relevance: it will be instrumental to the development of clinical treatments to preserve and restore manual ability in people suffering from neurological and orthopedic conditions. This understanding will also advance the design and control of robotic hands whose performance lags far behind that of their biological counterparts.",Valero-Cuevas FJ.,"@article{valero2005integrative,
  title={An integrative approach to the biomechanical function and neuromuscular control of the fingers},
  author={Valero-Cuevas, Francisco J},
  journal={Journal of biomechanics},
  volume={38},
  number={4},
  pages={673--684},
  year={2005},
  publisher={Elsevier}
}",2005,Journal of biomechanics,,manipulation biomechanics robotics neuroscience,
Quantifying deficits in the 3D force capabilities of a digit caused by selective paralysis: application to the thumb with simulated low ulnar nerve palsy.,Papers/2004KuxhausJOB.pdf,"We present the development of a vision-feedback method to characterize how selective paralysis distorts the three-dimensional (3D) volume representing digit-tip force production capability and its application to healthy individuals producing thumb-tip force with and without simulated low ulnar nerve palsy (LUNP). Subjects produced maximal static voluntary force spanning the transverse, sagittal and frontal planes of the thumb (16, 15 and 10 subjects, respectively). Subjects produced thumb-tip force tasks in guided and self-selected directions. The envelope (convex hull) of extreme forces in each plane approximated that cross-section of the 3D volume of force capability. Some subjects repeated the tasks with a temporary ulnar nerve block applied at the wrist to simulate complete acute LUNP. Three geometric properties of the force convex hull characterized each cross-section&#39;s shape: the ratios of its principal moments of inertia (RPMIs), the orientation of its principal axis (OPA), and its centroid location. Our results show that force production in the thumb&#39;s sagittal plane may be a reproducible and objective test to grade motor impairment in LUNP: paired t-tests of the larger RPMI in this plane best distinguished the nerve-blocked cases from the control cases in the guided task (p=0.012), and Discriminant Analysis of the centroid location for the self-selected task in this plane correctly classified 94.7% of subjects into the control and ulnar nerve-blocked groups. We show that our method measures and detects changes in a digit&#39;s force production capabilities. Towards a clinical test of motor impairment in LUNP, this biomechanical study dictates which 3D thumb-tip forces to measure (those in the sagittal plane) and how to measure them (using the self-selected task).","Kuxhaus L, Roach, SS, Valero-Cuevas FJ.","@article{kuxhaus2005quantifying,
  title={Quantifying deficits in the 3D force capabilities of a digit caused by selective paralysis: application to the thumb with simulated low ulnar nerve palsy},
  author={Kuxhaus, Laurel and Roach, Stephanie S and Valero-Cuevas, Francisco J},
  journal={Journal of biomechanics},
  volume={38},
  number={4},
  pages={725--736},
  year={2005},
  publisher={Elsevier}
}",2005,Journal of biomechanics,,biomechanics clinical_research neuroscience,
From robotic hands to human hands:a visualization and simulation engine for grasping research.,Papers/miller.pdf,"Purpose Robotic hands are still a long way from matching the grasping and manipulation capability of their human counterparts, but computer simulation may help us understand this disparity. We present our publicly available simulator, and describe our research projects involving the system including the development of a human hand model derived from experimental measurements.
Design/methodology/approach Unlike other simulation systems, our system was built specifically to analyze grasps. It can import a wide variety of robot designs by using standard descriptions of the kinematics and link geometries. Various components support the analysis of grasps, visualization of results, dynamic simulation of grasping tasks, and grasp planning.
Findings The simulator has been used in several grasping research problems and can be used to plan grasps for an actual robot. With the aid of a vision system, we have shown that these grasps can be executed by a robot.
Research limitations/implications We are currently developing methods to handle deformable surfaces, tendon driven models, and non‐ideal joints in order to better model human grasping.
Practical implications This work is part of our current project to create a biomechanically realistic human hand model to better understand what features are most important to mimic in the designs of robotic hands. Such a model will also help clinicians better plan reconstructive hand surgeries.
Originality/value We describe our publicly available grasping simulator and review experiments performed with it. The paper demonstrates the usefulness of this system as a tool for grasping research.","Miller A, Allen P, Santos VJ, Valero-Cuevas FJ.","@article{miller2005robotic,
  title={From robotic hands to human hands: a visualization and simulation engine for grasping research},
  author={Miller, Andrew and Allen, P and Santos, V and Valero-Cuevas, F},
  journal={Industrial Robot: An International Journal},
  volume={32},
  number={1},
  pages={55--63},
  year={2005},
  publisher={Emerald Group Publishing Limited}
}",2005,Industrial Robot: An International Journal,,robotics manipulation biomechanics computation_and_modeling,
The fundamental thumb-tip force vectors produced by the muscles of the thumb.,Papers/PearlmanCadThumb2003.pdf,"A rigorous description of the magnitude and direction of the 3D force vector each thumb muscle produces at the thumb-tip is necessary to understand the biomechanical consequences to pinch of a variety of paralyses and surgical procedures (such as tendon transfers). In this study, we characterized the 3D force vector each muscle produces at the thumb-tip, and investigated if these thumb-tip force vectors scaled linearly with tendon tension. In 13 cadaver specimens, we measured the output 3D thumb-tip force vector produced by each tendon acting on the thumb, plus two common tendon transfers, as a function of input tendon tension. After fixing the hand to a rigid frame, we mounted the thumb by configuring it in standardized key or opposition pinch posture and coupling the thumb-tip to a rigidly held 6 degree-of-freedom force/torque sensor. Linear actuators applied tension to the distal tendons of the four extrinsic thumb muscles, and to six Nylon cords reproducing the lines of action of (i) the four intrinsic thumb muscles and (ii) two alternative tendon transfers commonly used to restore thumb opposition following low median nerve palsy. Each computer-controlled linear actuator ramped tendon tension from zero to 1/3 of predicted maximal muscle force expected at each tendon, and back to zero, while we measured the 3D force vector at the thumb-tip. In test/re-test trials, we saw thumb-tip force vectors were quite sensitive to mounting procedure, but also sensitive to variations in the seating of joint surfaces. We found that: (i) some thumb-tip force vectors act in unexpected directions (e.g., the opponens force vector is parallel to the distal phalanx), (ii) the two tendon transfers produced patently different force vectors, and (iii) for most muscles, thumb-tip force vectors do not scale linearly with tendon tension—likely due to load-dependent viscoelastic tendon paths, joint seating and/or bone motion. Our 3D force vector data provide the first quantitative reference descriptions of the thumb-tip force vectors produced by all thumb muscles and two tendon transfers. We conclude that it may not be realistic to assume in biomechanical models that thumb-tip force vectors scale linearly with tendon tensions, and that our data suggest the thumb may act as a &#34;floating digit&#34; affected by load-dependent trapezium motion. © 2003 Orthopaedic Research Society. Published by Elsevier Ltd. All rights reserved.","Pearlman JL, Roach SS, and Valero-Cuevas, FJ.","@article{pearlman2004fundamental,
  title={The fundamental thumb-tip force vectors produced by the muscles of the thumb},
  author={Pearlman, Jonathan L and Roach, Stephanie S and Valero-Cuevas, Francisco J},
  journal={Journal of Orthopaedic Research},
  volume={22},
  number={2},
  pages={306--312},
  year={2004},
  publisher={Wiley Online Library}
}",2004,Journal of Orthopaedic Research,,biomechanics,
The strength-dexterity test as a measure of dynamic pinch performance.,Papers/ValeroCuevasJOB03SD.pdf,"We have developed a method to quantify the dynamic interaction between fingertip force magnitude (strength) and directional control (dexterity) during pinch with a novel strength–dexterity (S–D) test based on the principle of buckling of compression springs. The test consists of asking participants to use key and opposition pinch to attempt to fully compress springs, in random order, with a wide range of combinations of strength and dexterity requirements. The minimum force required to fully compress the spring and the propensity of the spring to buckle define the strength and dexterity requirements, respectively. The S–D score for each pinch style was the sum of the strength values of all springs successfully compressed fully. We tested 3 participant groups: 18 unimpaired young adults (⩽40 yr), 10 unimpaired older adults (>40 yr), and 14 adults diagnosed with carpo-metacarpal osteoarthritis (CMC OA) (⩾36 yr). We investigated the repeatability of the S–D test with 74 springs by testing 14 young adults twice on different days. The per-spring repeatability across subjects was ⩾94%. A minimum performance score for young adults was found as they all could compress a subset of 39 springs. Using this subset of springs, we compared the ability of the S–D score vs. maximal pinch force values to distinguish unimpaired hands from those with CMC OA of the thumb. The score for this 39-spring S–D test distinguished between CMC OA and asymptomatic older adults, whereas pinch meter readings did not (p<0.05). We conclude that the S–D test is repeatable and applicable to clinical research. We propose including the S–D test in studies aiming to quantify impairment and compare treatment outcomes in orthopaedic and neurological afflictions that degrade dynamic manipulation.","Valero-Cuevas FJ, Smaby N, Venkadesan M, Peterson M and Wright T.","@article{valero2003strength,
  title={The strength--dexterity test as a measure of dynamic pinch performance},
  author={Valero-Cuevas, Francisco J and Smaby, Niels and Venkadesan, Madhusudhan and Peterson, Margaret and Wright, Timothy},
  journal={Journal of biomechanics},
  volume={36},
  number={2},
  pages={265--270},
  year={2003},
  publisher={Elsevier}
}",2003,Journal of biomechanics,,biomechanics,
Towards a realistic biomechanical model of the thumb: The choice of kinematic description may be more critical than the solution method or the variability/uncertainty of musculoskeletal parameters.,Papers/Valero-CuevasJOB03Thumb.pdf,"A biomechanical model of the thumb can help researchers and clinicians understand the clinical problem of how anatomical variability contributes to the variability of outcomes of surgeries to restore thumb function. We lack a realistic biomechanical model of the thumb because of the variability/uncertainty of musculoskeletal parameters, the multiple proposed kinematic descriptions and methods to solve the muscle redundancy problem, and the paucity of data to validate the model with in vivo coordination patterns and force output. We performed a multi-stage validation of a biomechanical computer model against our measurements of maximal static thumbtip force and fine-wire electromyograms (EMG) from 8 thumb muscles in each of five orthogonal directions in key and opposition pinch postures. A low-friction point-contact at the thumbtip ensured that subjects did not produce thumbtip torques during force production. The 3-D, 8-muscle biomechanical thumb model uses a 5-axis kinematic description with orthogonal and intersecting axes of rotation at the carpometacarpal and metacarpophalangeal joints. We represented the 50 musculoskeletal parameters of the model as stochastic variables based on experimental data, and ran Monte Carlo simulations in the &#34;inverse&#34; and &#34;forward&#34; directions for 5000 random instantiations of the model. Two inverse simulations (predicting the distribution of maximal static thumbtip forces and the muscle activations that maximized force) showed that: the model reproduces at most 50% of the 80 EMG distributions recorded (eight muscle excitations in 5 force directions in two postures); and well-directed thumbtip forces of adequate magnitude are predicted only if accompanied by unrealistically large thumbtip torques (0.64±0.28 N m). The forward simulation (which fed the experimental distributions of EMG through random instantiations of the model) resulted in misdirected thumbtip force vectors (within 74.3±24.5° from the desired direction) accompanied by doubly large thumbtip torques (1.32±0.95 N m). Taken together, our results suggest that the variability and uncertainty of musculoskeletal parameters and the choice of solution method are not the likely reason for the unrealistic predictions obtained. Rather, the kinematic description of the thumb we used is not representative of the transformation of net joint torques into thumbtip forces/torques in the human thumb. Future efforts should focus on validating alternative kinematic descriptions of the thumb.","Valero-Cuevas FJ, Johanson, ME, and Towles, JD.","@article{valero2003towards,
  title={Towards a realistic biomechanical model of the thumb: the choice of kinematic description may be more critical than the solution method or the variability/uncertainty of musculoskeletal parameters},
  author={Valero-Cuevas, Francisco J and Johanson, M Elise and Towles, Joseph D},
  journal={Journal of biomechanics},
  volume={36},
  number={7},
  pages={1019--1030},
  year={2003},
  publisher={Elsevier}
}",2003,Journal of biomechanics,,biomechanics computation_and_modeling,
Releasing the A3 pulley and leaving flexor superficialis intact increase palmar force following the Zancolli lasso procedures to prevent claw deformity in the intrinsic minus hand.,Papers/Valero-CuevasJORPress.pdf,"Objective estimates of fingertip force magnitude following surgery to prevent digital metacarpophalangeal (MCP) hyperextension (clawing) in cases of paralysis of the hand&#39;s intrinsic muscles will assist clinicians in setting realistic expectations for post-operative pinch strength. We used a cadaveric/optimization approach to predict and confirm the maximal biomechanically possible fingertip force in the intrinsic palsied hand before and after two popular tendon transfer methods to the volar plate of the MCP joint. Both surgeries were also evaluated after release of the A3 pulley—a modification predicted by our published computer model of the forefinger to increase fingertip force magnitude. We predicted maximal static fingertip force by mounting eight fresh cadaveric hands on a frame, placing their forefinger in a functional posture (neutral abduction, 45° of flexion at the MCP and proximal inter-phalangeal joints, and 10° at the distal interphalangeal joint) and pinning the distal phalanx to a 3D dynamometer. We pulled on individual tendons with tensions up to 25% of maximal isometric force of their associated muscle and measured fingertip force and torque output. Using these measurements, we predicted the optimal combination of tendon tensions that maximized palmar force (analogous to pinch force, directed perpendicularly from the midpoint of the distal phalanx, and in the plane of finger flexion-extension) for four cases: (i) the non-paretic case (all muscles available), (ii) intrinsic palsied hand (no intrinsic muscles functioning), (iii) transfer of flexor superficialis tendon to the volar plate of the MCP (Zancolli lasso) in the intrinsic palsied hand, and (iv) leaving flexor superficialis intact and transferring a tendon of comparable strength to the volar plate of the MCP in the intrinsic palsied hand. Lastly, we applied these optimal combinations of tension to the cadaveric tendons and measured fingertip output. With the A3 pulley intact, the maximal palmar force in cases (ii)–(iv) averaged 48 ± 23% SD (non-paretic = 100%; case (iv) (61 ± 25%) > cases (ii) and (iii) (43 ± 23% and 39 ± 19%, respectively), p < 0.05). Releasing the A3 pulley significantly increased the average palmar force in cases (ii)–(iv) (73 ± 42%, p < 0.05), with no significant differences among them. Thus, releasing the A3 pulley may improve palmar force magnitude when it is necessary to transfer the digit&#39;s own flexor superficialis tendon to the volar plate of the MCP to prevent clawing in the intrinsic palsied hand.",Valero-Cuevas FJ and Hentz VR.,"@article{valero2002releasing,
  title={Releasing the A3 pulley and leaving flexor superficialis intact increases pinch force following the Zancolli lasso procedures to prevent claw deformity in the intrinsic palsied finger},
  author={Valero-Cuevas, Francisco J and Hentz, Vincent R},
  journal={Journal of Orthopaedic Research},
  volume={20},
  number={5},
  pages={902--909},
  year={2002},
  publisher={Wiley Online Library}
}",2002,Journal of Orthopaedic Research,,biomechanics robotics,
Activation patterns of the thumb muscles during stable and unstable pinch tasks.,Papers/Valero-CuevasJHS2001.pdf,"The ability to direct forces between the thumb and fingers is important to secure objects in the hand. We compared the coordination of thumb musculature in key and opposition pinch postures between stable and unstable tasks. The unstable task (producing thumb-tip force wearing a beaded thimble) required well-directed forces; the stable task (producing thumb-tip force against a pinch meter) did not. Fine-wire electromyography of thumb muscles and thumb-tip force magnitudes were recorded. We found no statistical differences in thumb-tip force between postures or stable versus unstable tasks, indicating that the highest magnitudes of force can be accurately directed. Abductor pollicis brevis and extensor pollicis longus were significantly more activated in the unstable tasks, suggesting their importance in directing thumb-tip force. Understanding how pinch forces are directed might influence the choice of muscle-tendon transfers performed to restore function to the severely paralyzed thumb. We introduce a device to quantify the ability to control pinch force magnitude and direction simultaneously. (J Hand Surg 2001;26A:698-705. Copyright © 2001 by the American Society for Surgery of the Hand.)","Johanson ME, Valero-Cuevas FJ and Hentz VR.","@article{johanson2001activation,
  title={Activation patterns of the thumb muscles during stable and unstable pinch tasks},
  author={Johanson, M Elise and Valero-Cuevas, Francisco J and Hentz, Vincent R},
  journal={The Journal of hand surgery},
  volume={26},
  number={4},
  pages={698--705},
  year={2001},
  publisher={Elsevier}
}",2001,The Journal of hand surgery,,biomechanics,?
Quantification of fingertip force reduction in the forefinger following simulated paralysis of extensor and intrinsic muscles.,Papers/valero-CuevasJOB2000.pdf,"Objective estimates of fingertip force reduction following peripheral nerve injuries would assist clinicians in setting realistic expectations for rehabilitating strength of grasp. We quantified the reduction in fingertip force that can be biomechanically attributed to paralysis of the groups of muscles associated with low radial and ulnar palsies. We mounted 11 fresh cadaveric hands (5 right, 6 left) on a frame, placed their forefingers in a functional posture (neutral abduction, 45° of flexion at the metacarpophalangeal and proximal interphalangeal joints, and 10° at the distal interphalangeal joint) and pinned the distal phalanx to a six-axis dynamometer. We pulled on individual tendons with tensions up to 25% of maximal isometric force of their associated muscle and measured fingertip force and torque output. Based on these measurements, we predicted the optimal combination of tendon tensions that maximized palmar force (analogous to tip pinch force, directed perpendicularly from the midpoint of the distal phalanx, in the plane of finger flexion–extension) for three cases: non-paretic (all muscles of forefinger available), low radial palsy (extrinsic extensor muscles unavailable) and low ulnar palsy (intrinsic muscles unavailable). We then applied these combinations of tension to the cadaveric tendons and measured fingertip output. Measured palmar forces were within 2% and 5° of the predicted magnitude and direction, respectively, suggesting tendon tensions superimpose linearly in spite of the complexity of the extensor mechanism. Maximal palmar forces for ulnar and radial palsies were 43 and 85% of non-paretic magnitude, respectively (p<0.05). Thus, the reduction in tip pinch strength seen clinically in low radial palsy may be partly due to loss of the biomechanical contribution of forefinger extrinsic extensor muscles to palmar force. Fingertip forces in low ulnar palsy were 9° further from the desired palmar direction than the non-paretic or low radial palsy cases (p<0.05).","Valero-Cuevas FJ, Towles JD and Hentz VR.","@article{valero2000quantification,
  title={Quantification of fingertip force reduction in the forefinger following simulated paralysis of extensor and intrinsic muscles},
  author={Valero-Cuevas, Francisco J and Towles, Joseph D and Hentz, Vincent R},
  journal={Journal of biomechanics},
  volume={33},
  number={12},
  pages={1601--1609},
  year={2000},
  publisher={Elsevier}
}",2000,Journal of biomechanics,,biomechanics,?
"Applying principles of robotics to understand the biomechanics, neuromuscular control and clinical rehabilitation of human digits.",Papers/Valero-CuevasICRA2000.pdf,"Given the biomechanical complexity of the human hand, it is not surprising that the grasping ability of individuals after treatment for severe paralysis or injury can seldom be restored to the level of the &#34;normal&#34; hand. Improving clinical outcomes will require: i) developing experimental paradigms to evaluate hand function objectively, ii) understanding how the nervous system controls the redundant musculature of the digits, and iii) increasing the clinical impact of computer biomechanical models by validating their anatomical assumptions. Recognizing that the human hand is also a mechanical system, the principles of robotics developed for the analysis of manipulators can be applied to each of these three clinical challenges. This paper is an overview of experimental and theoretical work aimed at understanding individual human digits as serial manipulators.",Valero-Cuevas FJ.,"@inproceedings{valero2000applying,
  title={Applying principles of robotics to understand the biomechanics, neuromuscular control and clinical rehabilitation of human digits},
  author={Valero-Cuevas, Francisco J},
  booktitle={Robotics and Automation, 2000. Proceedings. ICRA&#39;00. IEEE International Conference on},
  volume={1},
  pages={270--275},
  year={2000},
  organization={IEEE}
}",2000,ICRA IEEE Robotics and Automation,,biomechanics robotics computation_and_modeling,
Predictive modulation of muscle coordination pattern magnitude scales fingertip force magnitude over the voluntary range.,Papers/valero-CuevasJNP2000.pdf,"Human fingers have sufficiently more muscles than joints such that every fingertip force of submaximal magnitude can be produced by an infinite number of muscle coordination patterns. Nevertheless, the nervous system seems to effortlessly select muscle coordination patterns when sequentially producing fingertip forces of low, moderate, and maximal magnitude. The hypothesis of this study is that the selection of coordination patterns to produce submaximal forces is simplified by the appropriate modulation of the magnitude of a muscle coordination pattern capable of producing the largest expected fingertip force. In each of three directions, eight subjects were asked to sequentially produce fingertip forces of low, moderate, and maximal magnitude with their dominant forefinger. Muscle activity was described by fine-wire electromyograms (EMGs) simultaneously collected from all muscles of the forefinger. A muscle coordination pattern was defined as the vector list of the EMG activity of each muscle. For all force directions, statistically significant muscle coordination patterns similar to those previously reported for 100% of maximal fingertip forces were found for 50% of maximal voluntary force. Furthermore the coordination pattern and fingertip force vector magnitudes were highly correlated (r > 0.88). Average coordination pattern vectors at 50 and 100% of maximal force were highly correlated with each other, as well as with individual coordination pattern vectors in the ramp transitions preceding them. In contrast to this consistency of EMG coordination patterns, predictions using a musculoskeletal computer model of the forefinger show that force magnitudes ≤50% of maximal fingertip force can be produced by coordination patterns drastically different from those needed for maximal force. Thus when modulating fingertip force magnitude across the voluntary range, the number of contributing muscles and the relative activity among them was not changed. Rather, the production of low and moderate forces seems to be simplified by appropriately scaling the magnitude of a coordination pattern capable of producing the highest force expected.",Valero-Cuevas FJ.,"@article{valero2000predictive,
  title={Predictive modulation of muscle coordination pattern magnitude scales fingertip force magnitude over the voluntary range},
  author={Valero-Cuevas, Francisco J},
  journal={Journal of Neurophysiology},
  volume={83},
  number={3},
  pages={1469--1479},
  year={2000},
  publisher={Am Physiological Soc}
}",2000,Journal of Neurophysiology,http://www.ncbi.nlm.nih.gov/pubmed?cmd=Link&dbFrom=PubMed&from_uid=10712473,biomechanics computation_and_modeling neuroscience,
